source_id,family,required,path_type,wired_status,acquisition_status,materialization_status,coverage_status,reconciliation_status,freshness_status,certification_status,materiality_label,has_contract,local_rows,min_rows,fixture_signal,dropzone_path,coverage_reasons
stip_tip_projects,infrastructure,False,manual_export,manual_dropzone,not_acquired,not_materialized,uncontracted,not_applicable,unknown,uncertified,empty,False,0,1,True,data/manual/stip_tip_projects/,no coverage contract declared
tourism_room_tax,territorial,False,manual_export,manual_dropzone,not_acquired,not_materialized,uncontracted,not_applicable,unknown,uncertified,empty,False,0,1,False,data/raw/Tourism/,no coverage contract declared
transit_contracts,infrastructure,False,manual_export,manual_dropzone,not_acquired,not_materialized,uncontracted,not_applicable,unknown,uncertified,empty,False,0,1,False,data/manual/transit_contracts/,no coverage contract declared
transit_fare_revenue,infrastructure_revenue,False,manual_export,manual_dropzone,not_acquired,not_materialized,uncontracted,not_applicable,unknown,uncertified,empty,False,0,1,False,data/manual/transit_fare_revenue/,no coverage contract declared
usace_civil_works,federal,False,api_adapter,wired_adapter,automated,not_materialized,uncontracted,not_applicable,unknown,uncertified,empty,False,0,1,False,,no coverage contract declared
usace_permits,federal,False,api_producer,wired_producer,automated,not_materialized,uncontracted,not_applicable,unknown,uncertified,empty,False,0,1,False,,no coverage contract declared
usaspending_loans,federal,False,api_producer,wired_producer,automated,not_materialized,uncontracted,not_applicable,unknown,uncertified,empty,False,0,1,False,,no coverage contract declared
usaspending_prime,federal,True,api_adapter,wired_adapter,automated,partially_materialized,unverifiable,not_applicable,unknown,uncertified,substantial,True,5147,1,False,,authoritative_universe_total not yet measured (method: api_metadata)
usaspending_subawards,federal,True,api_adapter,wired_adapter,automated,fully_materialized,unverifiable,not_applicable,unknown,provisional,substantial,True,11978,1,False,,authoritative_universe_total not yet measured (method: api_metadata)
usda_farm_subsidies,federal,False,api_producer,wired_producer,automated,not_materialized,uncontracted,not_applicable,unknown,uncertified,empty,False,0,1,False,,no coverage contract declared
usda_grants,federal,False,api_adapter,wired_adapter,automated,not_materialized,uncontracted,not_applicable,unknown,uncertified,empty,False,0,1,False,,no coverage contract declared
va_benefits,federal,False,api_adapter,wired_adapter,automated,not_materialized,uncontracted,not_applicable,unknown,uncertified,empty,False,0,1,False,,no coverage contract declared
