alias_id,entity_id,alias,normalized_alias,source_id,evidence_tier,confidence,notes
ENT_ALIAS_6f61c3d6495edafe,ENT_MUNI_72127,SAN JUAN,SAN JUAN,pr_municipalities,T1,0.95,
ENT_ALIAS_efaa98a05da407cc,ENT_MUNI_72127,MUNICIPIO DE SAN JUAN,MUNICIPIO SAN JUAN,pr_municipalities,T1,0.95,
ENT_ALIAS_c542adbc82cd51b5,ENT_MUNI_72127,SAN JUAN MUNICIPIO,SAN JUAN MUNICIPIO,pr_municipalities,T1,0.95,
ENT_ALIAS_b7c521ee25987dee,ENT_MUNI_72127,SJU,SJU,pr_municipalities,T1,0.95,
ENT_ALIAS_bbef9d3b1ca6931f,ENT_MUNI_72127,RIO PIEDRAS,RIO PIEDRAS,pr_municipalities,T1,0.95,
ENT_ALIAS_9befb06f4d30ee3f,ENT_MUNI_72127,HATO REY,HATO REY,pr_municipalities,T1,0.95,
ENT_ALIAS_f723430bd076ecfd,ENT_MUNI_72127,SANTURCE,SANTURCE,pr_municipalities,T1,0.95,
ENT_ALIAS_7cd1311377fb9b97,ENT_MUNI_72129,SAN LORENZO,SAN LORENZO,pr_municipalities,T1,0.95,
ENT_ALIAS_3bb08c6161e1fc3f,ENT_MUNI_72129,MUNICIPIO DE SAN LORENZO,MUNICIPIO SAN LORENZO,pr_municipalities,T1,0.95,
ENT_ALIAS_d8f01c1d5b2fbfc0,ENT_MUNI_72131,SAN SEBASTIAN,SAN SEBASTIAN,pr_municipalities,T1,0.95,
ENT_ALIAS_27e50b5c900cccd3,ENT_MUNI_72131,MUNICIPIO DE SAN SEBASTIAN,MUNICIPIO SAN SEBASTIAN,pr_municipalities,T1,0.95,
ENT_ALIAS_5d745a51cad4f506,ENT_MUNI_72133,SANTA ISABEL,SANTA ISABEL,pr_municipalities,T1,0.95,
ENT_ALIAS_544ceb03032d4594,ENT_MUNI_72133,MUNICIPIO DE SANTA ISABEL,MUNICIPIO SANTA ISABEL,pr_municipalities,T1,0.95,
ENT_ALIAS_1f5ddaf6f2685792,ENT_MUNI_72135,TOA ALTA,TOA ALTA,pr_municipalities,T1,0.95,
ENT_ALIAS_1ffb12532c9dbce8,ENT_MUNI_72135,MUNICIPIO DE TOA ALTA,MUNICIPIO TOA ALTA,pr_municipalities,T1,0.95,
ENT_ALIAS_0a1a1a92cc9ac892,ENT_MUNI_72137,TOA BAJA,TOA BAJA,pr_municipalities,T1,0.95,
ENT_ALIAS_517fe7d41a6c5f2e,ENT_MUNI_72137,MUNICIPIO DE TOA BAJA,MUNICIPIO TOA BAJA,pr_municipalities,T1,0.95,
ENT_ALIAS_5733e562da9156e4,ENT_MUNI_72139,TRUJILLO ALTO,TRUJILLO ALTO,pr_municipalities,T1,0.95,
ENT_ALIAS_9c40fc7a5dcb7bed,ENT_MUNI_72139,MUNICIPIO DE TRUJILLO ALTO,MUNICIPIO TRUJILLO ALTO,pr_municipalities,T1,0.95,
ENT_ALIAS_6832a8f3be890984,ENT_MUNI_72141,UTUADO,UTUADO,pr_municipalities,T1,0.95,
ENT_ALIAS_471cdee99ea34ece,ENT_MUNI_72141,MUNICIPIO DE UTUADO,MUNICIPIO UTUADO,pr_municipalities,T1,0.95,
ENT_ALIAS_06ac605876d16c29,ENT_MUNI_72143,VEGA ALTA,VEGA ALTA,pr_municipalities,T1,0.95,
ENT_ALIAS_f58a90d18170bb33,ENT_MUNI_72143,MUNICIPIO DE VEGA ALTA,MUNICIPIO VEGA ALTA,pr_municipalities,T1,0.95,
ENT_ALIAS_fa44e118c6fb79f9,ENT_MUNI_72145,VEGA BAJA,VEGA BAJA,pr_municipalities,T1,0.95,
ENT_ALIAS_32988c4021f9d73a,ENT_MUNI_72145,MUNICIPIO DE VEGA BAJA,MUNICIPIO VEGA BAJA,pr_municipalities,T1,0.95,
ENT_ALIAS_343798025e79aab3,ENT_MUNI_72147,VIEQUES,VIEQUES,pr_municipalities,T1,0.95,
ENT_ALIAS_e803de05d4a0025e,ENT_MUNI_72147,MUNICIPIO DE VIEQUES,MUNICIPIO VIEQUES,pr_municipalities,T1,0.95,
ENT_ALIAS_449fa78a9594d36e,ENT_MUNI_72147,ISLA VIEQUES,ISLA VIEQUES,pr_municipalities,T1,0.95,
ENT_ALIAS_dac019b99ebb8f5d,ENT_MUNI_72149,VILLALBA,VILLALBA,pr_municipalities,T1,0.95,
ENT_ALIAS_21c7089e90f4a723,ENT_MUNI_72149,MUNICIPIO DE VILLALBA,MUNICIPIO VILLALBA,pr_municipalities,T1,0.95,
ENT_ALIAS_bb2aad8bd9cd2412,ENT_MUNI_72151,YABUCOA,YABUCOA,pr_municipalities,T1,0.95,
ENT_ALIAS_2be89b5c763463f9,ENT_MUNI_72151,MUNICIPIO DE YABUCOA,MUNICIPIO YABUCOA,pr_municipalities,T1,0.95,
ENT_ALIAS_6e6c782e34b2ac24,ENT_MUNI_72153,YAUCO,YAUCO,pr_municipalities,T1,0.95,
ENT_ALIAS_a4ceb77b9b08407b,ENT_MUNI_72153,MUNICIPIO DE YAUCO,MUNICIPIO YAUCO,pr_municipalities,T1,0.95,
